10BL	2110.17535	1746.00115	1997.43225	1850.76575	1977.47615	1917.6177	1764.9624	1909.62935	1771.94605	1840.7877	1854.755	1652.2193	1932.57985	1474.6238	1655.2137	1454.6677	1605.32345	1521.51965	1203.24645	1257.12595	1071.5421	1402.78775	1161.34455	385.1153	619.57485	262.39415	520.8089	446.9733	727.33385	1375.848
10BR	545.7491	479.90185	692.4156	448.97285	768.2409	352.18675	949.82565	449.9677	912.90785	508.8313	757.268	660.4819	584.6566	797.17035	855.0391	938.85275	930.8644	895.94615	1134.4048	1270.08855	1306.0115	1279.07175	775.22455	2157.06135	1220.20815	2417.47565	1450.67845	2337.65125	1649.2249	1394.80925
10CL	1798.8858	2008.40515	1914.6233	1945.5523	2034.35005	1941.56305	2041.3337	1737.0278	1973.4869	1737.0278	1783.92365	1798.8858	1528.5033	1850.76575	1569.41035	1561.43185	1647.2352	1518.52525	1440.7004	1152.36135	1585.3772	1028.64535	583.66175	986.74345	576.6781	471.9135	767.24605	361.16995	1600.33935	645.51975
10DL	1491.5855	452.9621	1343.92415	444.97375	1302.02225	403.07185	1087.50895	495.85885	1151.3665	552.73275	1304.01195	633.552	1496.57945	803.15915	1241.1591	875.99005	1145.3777	864.0223	994.72195	1370.8639	788.197	1278.0769	1330.9517	2082.24075	922.8859	2376.5686	806.15355	2310.7115	529.78225	1438.7107
10EL	1142.3833	2418.4705	1249.1376	2290.76525	1361.8807	2345.6396	1455.6724	2144.09875	1386.83075	2129.12675	1159.345	2089.2244	959.8037	2100.1973	1085.51925	1848.7662	1192.27355	1847.77135	1097.487	1360.88585	1278.0769	1326.96245	366.15405	872.99565	534.7762	395.09335	757.268	408.0658	1418.7546	1016.66775
10FR	697.3997	2198.9731	579.6725	2087.22485	439.98965	2103.1917	415.04945	1896.6569	482.89625	1892.66765	699.39925	1934.5794	915.90225	1974.48175	830.0989	1707.09365	777.21425	1664.1969	1017.67245	1261.1152	861.0279	1156.3506	1857.7494	1073.54165	1838.798	546.74395	1643.2361	438.9948	790.1867	780.20865
10GL	852.0447	2032.3505	775.22455	1908.6345	636.53655	1881.69475	671.46465	1671.18055	740.3063	1686.1427	958.80885	1775.9353	1161.34455	1874.7111	1200.25205	1571.40005	1144.38285	1518.52525	1431.72705	1189.27915	1302.02225	1043.6075	2318.69985	1235.1703	2449.3995	708.3726	2277.7928	589.65055	1390.82	669.4651
10GR	613.5959	2148.088	754.2736	2160.05575	829.10405	2286.76615	1007.6944	2172.03335	967.7822	2113.16975	803.15915	1942.5579	636.53655	1789.9026	897.9457	1637.25715	967.7822	1668.18615	1159.345	1271.09325	1341.9246	1336.9405	775.22455	462.94015	1190.274	159.6291	1350.9078	282.35025	1636.25245	1163.33425
10L	1675.1698	1837.7933	1572.40475	1970.4925	1547.4547	2104.18655	1318.98395	2062.28465	1335.94565	1993.443	1432.7219	1775.9353	1538.48135	1574.39445	1228.18665	1526.50375	1171.3226	1580.38325	840.07695	1280.0666	687.42165	1407.7817	906.91905	386.11015	386.11015	228.47075	230.4703	355.18115	327.24655	1345.9237
10R	1228.18665	630.5576	1326.96245	674.4492	1441.7051	609.60665	1585.3772	786.19745	1526.50375	823.11525	1350.9078	884.97325	1094.4926	961.7934	1289.0498	1187.2796	1380.84195	1182.2955	1368.86435	1655.2137	1562.4267	1671.18055	706.3829	2225.91285	989.73785	2716.7876	1188.2843	2670.89645	1748.0007	1992.4383
11AL	929.86955	2222.91845	850.055	2112.16505	712.3717	2112.16505	713.36655	1906.63495	780.20865	1910.63405	997.71635	1962.514	1203.24645	2025.36685	1193.2684	1733.03855	1133.40995	1690.13195	1352.90735	1334.94095	1208.23055	1215.2142	2190.98475	1244.1535	2220.9189	741.30115	2028.36125	645.51975	1182.2955	871.00595
11AR	2487.31215	1334.94095	2419.46535	1455.6724	2445.41025	1576.394	2332.66715	1676.16465	2300.73345	1617.30105	2232.8965	1405.78215	2206.9516	1195.26795	1965.5084	1341.9246	1924.60135	1421.749	1505.5528	1401.7929	1477.6182	1581.3781	996.7215	726.339	526.78785	937.84805	534.7762	1181.30065	1172.31745	1741.01705
11BR	339.22415	1053.58555	402.077	936.8532	332.2405	814.13205	498.85325	694.4053	535.77105	756.2633	597.62905	984.7439	683.4324	1223.20255	947.8261	1037.62855	909.91345	955.81445	1391.81485	939.8476	1409.7714	742.296	1972.49205	1627.2791	2439.42145	1358.8863	2407.4976	1124.42675	1702.10955	505.8369
11CL	1068.55755	309.29	1195.26795	407.0611	1284.0657	395.09335	1364.8751	593.6398	1301.01755	614.59075	1103.4758	621.5744	889.95735	609.60665	1030.6449	827.1045	1082.52485	894.9513	961.7934	1346.91855	1137.3992	1405.78215	354.1863	1736.03295	344.20825	2236.88575	526.78785	2237.8806	1269.0937	1720.0661
11CR	174.59125	1202.2516	227.4759	1314.9947	186.56885	1423.7387	358.17555	1537.4865	386.11015	1476.62335	421.0284	1287.05025	472.9182	1028.64535	682.43755	1201.2469	719.35535	1277.0722	1195.26795	1226.19695	1234.17545	1408.77655	1670.17585	528.7874	2153.0721	697.3997	2151.0824	914.9074	1529.49815	1549.45425
11DR	1041.6178	2446.4051	913.9027	2376.5686	793.1811	2453.38875	673.45435	2235.8909	740.3063	2206.9516	974.76585	2154.0768	1201.2469	2118.15385	1042.61265	1868.7223	965.7925	1855.74985	1016.66775	1404.7873	823.11525	1356.8966	1785.91335	917.9018	1601.3342	403.07185	1394.80925	355.18115	667.46555	980.75465
11EL	1959.5196	1046.6019	1843.7821	940.84245	1843.7821	799.1699	1637.25715	815.13675	1641.2464	882.9737	1699.11515	1064.55845	1787.9129	1326.96245	1484.60185	1304.01195	1411.77095	1234.17545	1056.57995	1481.60745	917.9018	1363.88025	995.7168	2381.5527	440.9845	2446.4051	359.1704	2262.8208	619.57485	1402.78775
11ER	1383.83635	240.44835	1426.7331	396.0882	1571.40005	325.247	1631.26835	500.8528	1561.43185	509.82615	1323.96805	496.86355	1098.48185	470.91865	1186.28475	753.27875	1287.05025	789.19185	1022.65655	1210.2301	1228.18665	1301.01755	212.51375	1480.6126	279.35585	2010.4047	482.89625	2038.3393	1283.061	1615.3015
11FL	409.06065	646.5146	575.68325	609.60665	640.53565	510.83085	834.08815	604.6127	798.17505	665.47585	649.509	821.1157	465.93455	970.7766	741.30115	1068.55755	839.0821	1045.60705	1019.66215	1532.49255	1220.20815	1444.68965	700.3941	2328.6779	1187.2796	2581.094	1375.848	2489.3117	1544.47015	1589.36645
