ctrl03FR	1.20418	0.84716	1.31988	0.74888	1.45547	0.67549	1.66073	0.77501	1.62590	0.80984	1.47786	1.03873	1.26514	1.18055	1.63834	1.37212	1.72915	1.32361	2.00781	1.80255	2.26158	1.71920	1.71422	2.89104	2.31383	3.21573	2.49670	3.06023	2.63851	1.90207
ctrl06AR	0.45654	1.52638	0.49511	1.68934	0.45281	1.83240	0.60333	1.99163	0.65185	1.91202	0.77749	1.66820	0.83845	1.40696	1.13950	1.67317	1.13203	1.77269	1.75154	1.88714	1.75528	2.12599	2.57383	1.11213	3.07142	1.49030	3.00549	1.76772	2.06005	2.37727
ctrl01HL	2.06752	0.30602	1.90455	0.35951	1.78264	0.31846	1.63461	0.48142	1.71796	0.55233	1.99537	0.64314	2.25661	0.64936	2.04513	0.99644	1.94063	1.00390	1.98293	1.56743	1.71920	1.61346	2.85621	2.23670	2.55392	2.81640	2.28397	2.80023	1.51643	1.98541
ctrl09HR	2.65966	0.86457	2.71440	1.02629	2.84004	1.07978	2.80023	1.33854	2.71440	1.31490	2.45565	1.15567	2.26780	1.00390	2.13345	1.38083	2.19689	1.46169	1.78762	1.81747	1.92197	2.07374	0.67797	1.64705	0.44908	2.32254	0.64936	2.49048	1.81623	2.46809
ctrl10AL	1.70178	0.69912	1.52265	0.76505	1.41193	0.66802	1.22782	0.86582	1.31614	0.92802	1.55748	1.03251	1.84733	1.09098	1.57490	1.41069	1.47786	1.40447	1.33107	2.07001	1.16562	2.04886	2.24914	2.72062	1.90953	3.34884	1.63585	3.31525	0.93175	2.35861
ctrl03DL	0.99519	1.30744	1.14696	1.23280	1.13825	1.08600	1.35346	1.05615	1.35844	1.14447	1.30992	1.37710	1.20418	1.60226	1.57241	1.55748	1.61470	1.49030	2.15584	1.83862	2.29890	1.63212	2.28522	2.82014	2.86616	2.84377	2.98808	2.63851	2.63851	1.58982
ctrl08BR	0.64439	2.26034	0.63941	2.06130	0.52745	1.97422	0.64439	1.75279	0.72400	1.80877	0.90189	1.99910	1.03376	2.24043	1.25643	1.88963	1.22409	1.80130	1.70427	1.59231	1.68934	1.33729	2.68827	2.06752	3.13984	1.55250	3.03286	1.33107	1.92321	1.00763
ctrl13ER	1.58734	0.70161	1.46667	0.82601	1.31366	0.81357	1.30122	1.06112	1.38830	1.06859	1.66571	1.04246	1.92695	0.93548	1.89211	1.34102	1.80255	1.37959	2.11852	1.89460	1.89833	2.02771	3.20951	2.08867	3.24932	2.77908	2.99056	2.88856	1.86599	2.45067
ctrl09DR	0.96036	0.79989	1.13825	0.79864	1.22906	0.68295	1.44925	0.82601	1.39452	0.91309	1.19299	1.08476	0.95041	1.22160	1.29002	1.43184	1.38332	1.40322	1.60848	1.96675	1.86972	1.91326	1.07356	2.96195	1.58236	3.39486	1.80752	3.26673	2.17326	2.13594
ctrl12CR	1.67317	0.83472	1.52638	0.93797	1.38581	0.89070	1.28504	1.11213	1.38083	1.15940	1.61968	1.13701	1.91575	1.17930	1.72915	1.50896	1.64207	1.52887	1.77269	2.11106	1.53136	2.20933	2.75420	2.68827	2.54024	3.30405	2.24914	3.31898	1.38332	2.62359
ctrl05EL	1.32361	2.68330	1.18926	2.57134	1.04868	2.61612	0.94543	2.36110	1.04246	2.32378	1.30868	2.34991	1.61968	2.36483	1.45920	2.01527	1.37959	1.98790	1.57863	1.42437	1.32734	1.31241	2.53651	1.03127	2.43201	0.37444	2.18072	0.32717	1.22284	0.90065
ctrl05GR	0.86209	2.69076	0.78620	2.53526	0.61329	2.50665	0.66553	2.23919	0.76257	2.26905	1.02878	2.37354	1.24026	2.52158	1.29375	2.12225	1.22160	2.06005	1.63336	1.64207	1.48657	1.43557	2.70071	1.70676	2.89229	1.07854	2.69201	0.92304	1.55126	1.03127
ctrl01FR	2.02895	2.92339	2.15211	2.80272	2.29517	2.84128	2.35488	2.58253	2.27029	2.57134	1.98541	2.57880	1.73662	2.65344	1.80130	2.27278	1.89833	2.22799	1.66695	1.72418	1.87345	1.58609	0.62448	1.39700	0.68046	0.70907	0.92677	0.64190	1.94187	1.16811
ctrl03HL	1.56743	0.62573	1.41940	0.72151	1.29126	0.68793	1.16562	0.90438	1.26265	0.90562	1.51892	0.97529	1.78264	0.92802	1.62341	1.31863	1.53260	1.32734	1.63336	1.85977	1.40322	1.92197	2.55641	2.47182	2.32876	3.04157	2.08742	3.05774	1.23404	2.31259
ctrl04AR	1.97297	2.82262	1.80379	2.79774	1.69059	2.87114	1.51021	2.72062	1.59107	2.67210	1.82494	2.51287	2.07001	2.45440	1.79135	2.13345	1.69805	2.16206	1.59356	1.62839	1.34973	1.65078	2.23297	0.71032	1.80379	0.27367	1.57987	0.36449	1.05490	1.35471
ctrl01GR	1.75403	2.93085	1.59107	2.85248	1.45920	2.91717	1.29748	2.70942	1.35968	2.63976	1.64954	2.56885	1.91202	2.53651	1.70925	2.18445	1.60600	2.16455	1.63834	1.55748	1.36342	1.53509	2.47431	0.92428	2.17077	0.33836	1.89336	0.35827	1.15442	1.22906
